E_i	M_i	A(t)
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
-2	1	0
0	0.5	0.75
0	0	0.75
0	0	1
0	0	1
-2	-1	1
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
-2	-1	0
