S	I	R	t
322.543	1.31518	76.1414	3.16667
323.665	1.28179	75.0535	3.2
324.771	1.24972	73.9791	3.23333
325.863	1.21889	72.9184	3.26667
326.939	1.18926	71.8712	3.3
328.002	1.16076	70.8375	3.33333
329.049	1.13335	69.8172	3.36667
330.083	1.10697	68.8103	3.4
331.102	1.08158	67.8165	3.43333
332.107	1.05712	66.8359	3.46667
333.098	1.03357	65.8683	3.5
334.075	1.01087	64.9137	3.53333
335.039	0.988994	63.9719	3.56667
335.989	0.967901	63.0428	3.6
336.926	0.947557	62.1264	3.63333
337.85	0.927929	61.2225	3.66667
338.76	0.908987	60.331	3.7
339.658	0.890701	59.4517	3.73333
340.542	0.873044	58.5847	3.76667
341.414	0.855988	57.7296	3.8
342.274	0.839508	56.8866	3.83333
343.121	0.823582	56.0553	3.86667
343.956	0.808185	55.2357	3.9
344.779	0.793296	54.4276	3.93333
345.59	0.778894	53.631	3.96667
346.389	0.764959	52.8457	4
347.177	0.751474	52.0715	4.03333
347.953	0.738419	51.3084	4.06667
348.718	0.725779	50.5563	4.1
349.472	0.713536	49.8149	4.13333
350.214	0.701675	49.0842	4.16667
350.946	0.690182	48.3641	4.2
351.667	0.679042	47.6543	4.23333
352.377	0.668241	46.9549	4.26667
353.077	0.657768	46.2656	4.3
353.766	0.647609	45.5864	4.33333
354.445	0.637753	44.9171	4.36667
355.114	0.628189	44.2575	4.4
355.773	0.618906	43.6077	4.43333
356.423	0.609893	42.9673	4.46667
357.062	0.601141	42.3364	4.5
357.693	0.592641	41.7148	4.53333
358.313	0.584383	41.1024	4.56667
358.925	0.576359	40.499	4.6
359.527	0.56856	39.9046	4.63333
360.12	0.560979	39.319	4.66667
360.704	0.553609	38.742	4.7
361.28	0.546441	38.1737	4.73333
361.847	0.539469	37.6138	4.76667
362.405	0.532686	37.0623	4.8
362.955	0.526085	36.5191	4.83333
363.496	0.519662	35.9839	4.86667
364.03	0.513409	35.4568	4.9
364.555	0.507321	34.9376	4.93333
365.072	0.501393	34.4261	4.96667
365.582	0.495619	33.9224	5
366.084	0.489994	33.4262	5.03333
366.578	0.484514	32.9376	5.06667
367.065	0.479174	32.4563	5.1
367.544	0.473969	31.9822	5.13333
368.016	0.468896	31.5153	5.16667
368.481	0.463949	31.0555	5.2
368.938	0.459125	30.6027	5.23333
369.389	0.45442	30.1567	5.26667
369.833	0.449831	29.7175	5.3
370.27	0.445354	29.2849	5.33333
370.7	0.440985	28.8589	5.36667
371.124	0.436722	28.4394	5.4
371.541	0.43256	28.0263	5.43333
371.952	0.428497	27.6195	5.46667
372.357	0.424531	27.2188	5.5
372.755	0.420657	26.8243	5.53333
373.147	0.416874	26.4358	5.56667
373.534	0.413179	26.0533	5.6
373.914	0.409569	25.6766	5.63333
374.288	0.406042	25.3056	5.66667
374.657	0.402595	24.9403	5.7
375.02	0.399226	24.5807	5.73333
375.378	0.395933	24.2265	5.76667
375.73	0.392714	23.8778	5.8
376.076	0.389567	23.5344	5.83333
376.417	0.386489	23.1963	5.86667
376.753	0.383478	22.8633	5.9
377.084	0.380534	22.5355	5.93333
377.41	0.377654	22.2127	5.96667
377.73	0.374836	21.8949	6
378.046	0.372078	21.582	6.03333
378.357	0.369379	21.2739	6.06667
378.663	0.366738	20.9706	6.1
378.964	0.364153	20.6719	6.13333
379.261	0.361622	20.3778	6.16667
379.553	0.359144	20.0883	6.2
379.84	0.356717	19.8032	6.23333
380.123	0.354341	19.5225	6.26667
380.402	0.352013	19.2462	6.3
380.676	0.349733	18.9741	6.33333
380.946	0.3475	18.7063	6.36667
381.212	0.345311	18.4425	6.4
381.474	0.343167	18.1829	6.43333
381.732	0.341065	17.9273	6.46667
381.985	0.339006	17.6756	6.5
382.235	0.336987	17.4278	6.53333
382.481	0.335008	17.1839	6.56667
382.723	0.333067	16.9437	6.6
382.962	0.331165	16.7072	6.63333
383.196	0.329299	16.4745	6.66667
383.427	0.32747	16.2453	6.7
383.655	0.325675	16.0197	6.73333
383.879	0.323915	15.7975	6.76667
384.099	0.322188	15.5789	6.8
384.316	0.320494	15.3636	6.83333
384.53	0.318831	15.1516	6.86667
384.74	0.3172	14.943	6.9
384.947	0.315599	14.7376	6.93333
385.151	0.314028	14.5353	6.96667
385.351	0.312485	14.3362	7
385.549	0.310971	14.1402	7.03333
385.743	0.309485	13.9473	7.06667
385.935	0.308025	13.7574	7.1
386.123	0.306592	13.5704	7.13333
386.309	0.305184	13.3863	7.16667
386.491	0.303802	13.205	7.2
386.671	0.302444	13.0266	7.23333
386.848	0.30111	12.851	7.26667
387.022	0.2998	12.6781	7.3
387.194	0.298512	12.5079	7.33333
387.362	0.297247	12.3403	7.36667
387.529	0.296004	12.1753	7.4
387.692	0.294782	12.0129	7.43333
387.853	0.293582	11.8531	7.46667
388.012	0.292401	11.6957	7.5
388.168	0.291241	11.5408	7.53333
388.322	0.290101	11.3882	7.56667
388.473	0.288979	11.2381	7.6
388.622	0.287877	11.0903	7.63333
388.768	0.286792	10.9448	7.66667
388.913	0.285726	10.8016	7.7
389.055	0.284677	10.6606	7.73333
389.195	0.283646	10.5217	7.76667
389.332	0.282631	10.3851	7.8
389.468	0.281633	10.2506	7.83333
389.601	0.280651	10.1181	7.86667
389.733	0.279685	9.98779	7.9
389.862	0.278734	9.85945	7.93333
389.989	0.277798	9.73312	7.96667
390.114	0.276877	9.60876	8
390.238	0.275971	9.48633	8.03333
390.359	0.275079	9.36581	8.06667
390.479	0.2742	9.24716	8.1
390.596	0.273336	9.13037	8.13333
390.712	0.272485	9.01539	8.16667
390.826	0.271646	8.90221	8.2
390.938	0.270821	8.79079	8.23333
391.049	0.270008	8.6811	8.26667
391.158	0.269208	8.57312	8.3
391.265	0.268419	8.46683	8.33333
391.37	0.267642	8.36219	8.36667
391.474	0.266877	8.25918	8.4
391.576	0.266123	8.15777	8.43333
391.677	0.265381	8.05795	8.46667
391.776	0.264649	7.95967	8.5
391.873	0.263928	7.86293	8.53333
391.969	0.263217	7.7677	8.56667
392.064	0.262517	7.67394	8.6
392.157	0.261827	7.58165	8.63333
392.248	0.261146	7.49079	8.66667
392.338	0.260475	7.40135	8.7
392.427	0.259814	7.3133	8.73333
392.514	0.259162	7.22662	8.76667
392.6	0.258519	7.14129	8.8
392.685	0.257885	7.05729	8.83333
392.768	0.25726	6.97459	8.86667
392.85	0.256643	6.89318	8.9
392.931	0.256035	6.81304	8.93333
393.01	0.255435	6.73414	8.96667
393.089	0.254843	6.65647	9
393.166	0.25426	6.58001	9.03333
393.242	0.253684	6.50473	9.06667
393.316	0.253115	6.43063	9.1
393.39	0.252554	6.35768	9.13333
393.462	0.252001	6.28586	9.16667
393.533	0.251455	6.21516	9.2
393.604	0.250916	6.14555	9.23333
393.673	0.250384	6.07703	9.26667
393.741	0.249858	6.00957	9.3
393.808	0.24934	5.94316	9.33333
393.873	0.248828	5.87778	9.36667
393.938	0.248322	5.81341	9.4
394.002	0.247823	5.75004	9.43333
394.065	0.24733	5.68766	9.46667
394.127	0.246844	5.62624	9.5
394.188	0.246363	5.56578	9.53333
394.248	0.245888	5.50625	9.56667
394.307	0.245419	5.44765	9.6
394.365	0.244956	5.38995	9.63333
394.422	0.244498	5.33315	9.66667
394.479	0.244045	5.27722	9.7
394.534	0.243599	5.22217	9.73333
394.589	0.243157	5.16796	9.76667
394.643	0.24272	5.1146	9.8
394.696	0.242289	5.06206	9.83333
394.748	0.241863	5.01033	9.86667
394.799	0.241441	4.95941	9.9
394.85	0.241025	4.90927	9.93333
394.899	0.240613	4.8599	9.96667
