S	I	R	t
321.507	11.8462	66.6471	6.8
321.345	11.9311	66.724	6.83333
321.176	12.016	66.808	6.86667
321	12.1008	66.899	6.9
320.818	12.1854	66.997	6.93333
320.628	12.2699	67.1017	6.96667
320.433	12.3542	67.2131	7
320.231	12.4382	67.331	7.03333
320.023	12.522	67.4552	7.06667
319.809	12.6054	67.5858	7.1
319.589	12.6885	67.7224	7.13333
319.364	12.7711	67.865	7.16667
319.133	12.8534	68.0134	7.2
318.897	12.9352	68.1676	7.23333
318.656	13.0164	68.3272	7.26667
318.411	13.0971	68.4923	7.3
318.16	13.1773	68.6627	7.33333
317.905	13.2568	68.8381	7.36667
317.646	13.3356	69.0185	7.4
317.382	13.4137	69.2038	7.43333
317.115	13.4912	69.3937	7.46667
316.844	13.5678	69.5881	7.5
316.569	13.6436	69.7869	7.53333
316.292	13.7186	69.9898	7.56667
316.01	13.7928	70.1969	7.6
315.726	13.866	70.4078	7.63333
315.439	13.9383	70.6225	7.66667
315.15	14.0096	70.8407	7.7
314.858	14.0799	71.0624	7.73333
314.563	14.1492	71.2874	7.76667
314.267	14.2175	71.5155	7.8
313.969	14.2846	71.7465	7.83333
313.669	14.3507	71.9803	7.86667
313.368	14.4156	72.2168	7.9
313.065	14.4793	72.4558	7.93333
312.761	14.5419	72.6971	7.96667
312.456	14.6032	72.9405	8
312.151	14.6634	73.186	8.03333
311.844	14.7222	73.4333	8.06667
311.538	14.7798	73.6823	8.1
311.231	14.8361	73.9329	8.13333
310.924	14.8911	74.1849	8.16667
310.617	14.9448	74.4381	8.2
310.311	14.9971	74.6923	8.23333
310.004	15.0481	74.9476	8.26667
309.699	15.0977	75.2036	8.3
309.394	15.1459	75.4602	8.33333
309.09	15.1928	75.7173	8.36667
308.787	15.2382	75.9747	8.4
308.485	15.2823	76.2324	8.43333
308.185	15.3249	76.4901	8.46667
307.886	15.3661	76.7477	8.5
307.589	15.4059	77.0051	8.53333
307.294	15.4443	77.2621	8.56667
307	15.4813	77.5186	8.6
306.709	15.5168	77.7745	8.63333
306.42	15.5509	78.0296	8.66667
306.133	15.5836	78.2838	8.7
305.848	15.6149	78.537	8.73333
305.566	15.6447	78.789	8.76667
305.287	15.6732	79.0398	8.8
305.011	15.7002	79.2892	8.83333
304.737	15.7258	79.5371	8.86667
304.466	15.7501	79.7834	8.9
304.199	15.773	80.028	8.93333
303.935	15.7945	80.2707	8.96667
303.674	15.8146	80.5115	9
303.416	15.8335	80.7502	9.03333
303.162	15.8509	80.9868	9.06667
302.912	15.8671	81.2212	9.1
302.665	15.882	81.4533	9.13333
302.422	15.8955	81.6829	9.16667
302.182	15.9078	81.91	9.2
301.947	15.9189	82.1346	9.23333
301.715	15.9287	82.3564	9.26667
301.487	15.9373	82.5755	9.3
301.263	15.9447	82.7918	9.33333
301.044	15.9509	83.0052	9.36667
300.828	15.956	83.2157	9.4
300.617	15.96	83.4231	9.43333
300.41	15.9628	83.6274	9.46667
300.207	15.9645	83.8286	9.5
300.008	15.9652	84.0265	9.53333
299.814	15.9648	84.2213	9.56667
299.624	15.9634	84.4127	9.6
299.438	15.9609	84.6007	9.63333
299.257	15.9576	84.7854	9.66667
299.08	15.9532	84.9667	9.7
298.908	15.9479	85.1444	9.73333
298.74	15.9418	85.3187	9.76667
298.576	15.9347	85.4894	9.8
298.417	15.9268	85.6566	9.83333
298.262	15.918	85.8202	9.86667
298.111	15.9085	85.9801	9.9
297.965	15.8981	86.1365	9.93333
297.824	15.8871	86.2891	9.96667
