S	I	R	t
306.461	1.92399	91.6146	2.73333
307.125	1.89428	90.9808	2.75
307.784	1.86524	90.3503	2.76667
308.44	1.83684	89.7231	2.78333
309.092	1.80907	89.0993	2.8
309.739	1.78191	88.4788	2.81667
310.383	1.75535	87.8617	2.83333
311.023	1.72937	87.2479	2.85
311.658	1.70396	86.6375	2.86667
312.29	1.6791	86.0306	2.88333
312.918	1.65478	85.427	2.9
313.542	1.63098	84.8269	2.91667
314.162	1.60768	84.2301	2.93333
314.778	1.58489	83.6368	2.95
315.391	1.56258	83.0469	2.96667
315.999	1.54074	82.4605	2.98333
316.603	1.51936	81.8774	3
317.204	1.49842	81.2978	3.01667
317.8	1.47793	80.7217	3.03333
318.393	1.45786	80.149	3.05
318.982	1.4382	79.5797	3.06667
319.567	1.41895	79.0138	3.08333
320.149	1.40009	78.4514	3.1
320.726	1.38161	77.8924	3.11667
321.3	1.36351	77.3368	3.13333
321.87	1.34578	76.7847	3.15
322.436	1.3284	76.2359	3.16667
322.998	1.31137	75.6906	3.18333
323.557	1.29468	75.1487	3.2
324.111	1.27833	74.6102	3.21667
324.663	1.26229	74.0751	3.23333
325.21	1.24657	73.5433	3.25
325.754	1.23116	73.015	3.26667
326.294	1.21605	72.49	3.28333
326.83	1.20123	71.9684	3.3
327.363	1.1867	71.4501	3.31667
327.892	1.17245	70.9352	3.33333
328.418	1.15848	70.4236	3.35
328.94	1.14476	69.9154	3.36667
329.458	1.13131	69.4105	3.38333
329.973	1.11812	68.9088	3.4
330.484	1.10517	68.4105	3.41667
330.992	1.09247	67.9155	3.43333
331.496	1.08	67.4237	3.45
331.997	1.06777	66.9352	3.46667
332.494	1.05576	66.4499	3.48333
332.988	1.04397	65.9679	3.5
333.478	1.0324	65.4891	3.51667
333.965	1.02104	65.0135	3.53333
334.449	1.00989	64.5411	3.55
334.929	0.998942	64.072	3.56667
335.406	0.98819	63.6059	3.58333
335.879	0.977631	63.1431	3.6
336.349	0.967262	62.6834	3.61667
336.816	0.957077	62.2268	3.63333
337.28	0.947073	61.7733	3.65
337.74	0.937246	61.323	3.66667
338.197	0.927592	60.8757	3.68333
338.65	0.918108	60.4316	3.7
339.101	0.908789	59.9904	3.71667
339.548	0.899631	59.5524	3.73333
339.992	0.890633	59.1173	3.75
340.433	0.88179	58.6853	3.76667
340.871	0.873098	58.2563	3.78333
341.305	0.864555	57.8303	3.8
341.737	0.856158	57.4072	3.81667
342.165	0.847903	56.9872	3.83333
342.59	0.839788	56.57	3.85
343.012	0.831809	56.1558	3.86667
343.432	0.823964	55.7445	3.88333
343.848	0.81625	55.3361	3.9
344.261	0.808664	54.9306	3.91667
344.671	0.801203	54.5279	3.93333
345.078	0.793866	54.1281	3.95
345.482	0.786649	53.7312	3.96667
345.883	0.77955	53.337	3.98333
346.282	0.772567	52.9457	4
346.677	0.765697	52.5571	4.01667
347.07	0.758938	52.1713	4.03333
347.459	0.752288	51.7883	4.05
347.846	0.745745	51.408	4.06667
348.23	0.739306	51.0305	4.08333
348.611	0.732969	50.6556	4.1
348.99	0.726733	50.2835	4.11667
349.365	0.720595	49.914	4.13333
349.738	0.714554	49.5472	4.15
350.108	0.708607	49.1831	4.16667
350.476	0.702753	48.8215	4.18333
350.84	0.696991	48.4626	4.2
351.202	0.691317	48.1063	4.21667
351.562	0.685731	47.7526	4.23333
351.918	0.68023	47.4014	4.25
352.272	0.674814	47.0528	4.26667
352.624	0.66948	46.7068	4.28333
352.973	0.664228	46.3632	4.3
353.319	0.659054	46.0222	4.31667
353.662	0.653959	45.6836	4.33333
354.003	0.64894	45.3476	4.35
354.342	0.643996	45.014	4.36667
354.678	0.639126	44.6828	4.38333
355.012	0.634329	44.3541	4.4
355.343	0.629602	44.0277	4.41667
355.671	0.624944	43.7038	4.43333
355.997	0.620356	43.3823	4.45
356.321	0.615834	43.0631	4.46667
356.642	0.611378	42.7462	4.48333
356.961	0.606987	42.4318	4.5
357.278	0.602659	42.1196	4.51667
357.592	0.598394	41.8097	4.53333
357.904	0.59419	41.5022	4.55
358.213	0.590046	41.1969	4.56667
358.52	0.585961	40.8938	4.58333
358.825	0.581934	40.593	4.6
359.128	0.577964	40.2945	4.61667
359.428	0.57405	39.9982	4.63333
359.726	0.570191	39.704	4.65
360.022	0.566386	39.4121	4.66667
360.315	0.562634	39.1223	4.68333
360.606	0.558934	38.8347	4.7
360.895	0.555286	38.5492	4.71667
361.182	0.551688	38.2659	4.73333
361.467	0.548139	37.9847	4.75
361.75	0.544639	37.7055	4.76667
362.03	0.541187	37.4285	4.78333
362.309	0.537781	37.1535	4.8
362.585	0.534422	36.8806	4.81667
362.859	0.531108	36.6098	4.83333
363.131	0.527839	36.3409	4.85
363.401	0.524614	36.0741	4.86667
363.669	0.521432	35.8093	4.88333
363.935	0.518292	35.5465	4.9
364.199	0.515194	35.2856	4.91667
364.461	0.512137	35.0267	4.93333
364.721	0.50912	34.7698	4.95
364.979	0.506143	34.5148	4.96667
365.235	0.503205	34.2617	4.98333
